the_official_name,gdelt_name,cyber_news_count,cited_by_count,works_count,log_cited_by_count,log_works_count,country,match_score,prestige_tier
University of Windsor,University Of Windsor,22,1419486,38410,14.1658061,10.55609916,CA,100,High (1M-5M)
University of Winnipeg,University Of Winnipeg,5,421729,13042,12.95212058,9.47600687,CA,100,Medium (100K-1M)
University of Wisconsin–Madison,University Of Wisconsin; University Of Wisconsin At Madison,55,42984640,373362,17.57635342,12.83030642,US,95,Elite (5M+)
University of Wollongong,University Of Wollongong,18,5079288,82457,15.44068185,11.32004435,AU,100,Elite (5M+)
University of Wolverhampton,University Of Wolverhampton,7,569258,15865,13.25209079,9.671933734,GB,100,Medium (100K-1M)
University of York,University Of York; York University,83,7476533,101640,15.82727987,11.52920228,GB,95,Elite (5M+)
University of Zimbabwe,University Of Zimbabwe,6,564457,17359,13.24362126,9.761923988,ZW,100,Medium (100K-1M)
University of Zurich,University Of Zurich; University Zurich,16,20595548,201583,16.84058554,12.21396145,CH,95,Elite (5M+)
University of the Cumberlands,University Of The Cumberlands,3,40882,3230,10.61846961,8.080546966,US,100,Low (<100K)
University of the District of Columbia,University Of The District Of Columbia,5,93607,4699,11.44687113,8.455317788,US,100,Low (<100K)
University of the Highlands and Islands,University Of The Highlands,8,102155,3206,11.53425634,8.0730912,GB,95,Medium (100K-1M)
University of the South Pacific,University Of The South Pacific,4,201849,6097,12.21528013,8.715716128,FJ,100,Medium (100K-1M)
University of the Virgin Islands,University Of The Virgin,3,53504,1475,10.88753039,7.297091005,VI,95,Low (<100K)
University of the West Indies System,University Of The West Indies,7,482387,10798,13.08650405,9.287208816,JM,95,Medium (100K-1M)
University of the Western Cape,University Of The Western Cape,3,947813,27435,13.76191356,10.2196113,ZA,100,Medium (100K-1M)
University of the Witwatersrand,University Of The Witwatersrand,9,5173928,102823,15.45914292,11.54077407,ZA,100,Elite (5M+)
Universität Hamburg,University Hamburg,3,20217269,222096,16.82204775,12.3108695,DE,94,Elite (5M+)
Utica College,Utica College,11,22140,1479,10.00518637,7.299797367,US,100,Low (<100K)
Utrecht University,University Utrecht,8,20307822,235355,16.82651674,12.36885454,NL,95,Elite (5M+)
Valley City State University,Valley City State University,5,3793,336,8.24117615,5.82008293,US,100,Low (<100K)
Vanderbilt University,University Of Vanderbilt; Vanderbilt University; Vanderbilt University On; Vanderbilt University Owen Graduate School Of Management,42,19490349,172894,16.78543003,12.06043975,US,90,Elite (5M+)
Victoria University,Victoria University,9,1320387,25400,14.09343619,10.14254382,AU,100,High (1M-5M)
Victoria University of Wellington,Victoria University Of Wellington,3,1943939,62254,14.4802274,11.03899413,NZ,100,High (1M-5M)
Vienna University of Economics and Business,University Of Economics,3,604047,18097,13.31140894,9.803556714,AT,90,Medium (100K-1M)
Villanova University,Villanova University,5,799390,24737,13.59160547,10.1160958,US,100,Medium (100K-1M)
Vincennes University,Vincennes University,5,9017,2982,9.106977859,8.000684785,US,100,Low (<100K)
Voorhees College,Voorhees College,3,5792,253,8.664405571,5.537334267,US,100,Low (<100K)
Walden University,Walden University,6,104248,7415,11.55453755,8.911395107,US,100,Medium (100K-1M)
Waseda University,Waseda University,6,3425281,87021,15.04669436,11.37391624,JP,100,High (1M-5M)
Washington College,College Washington,4,117239,4181,11.67197839,8.33854488,US,95,Medium (100K-1M)
Washington University in St. Louis,Washington University In St,9,40178556,254351,17.508844,12.44647441,US,95,Elite (5M+)
Webster University,Webster University,14,107920,2740,11.58915476,7.916078096,US,100,Medium (100K-1M)
Wellesley College,Wellesley College,3,559043,12330,13.23398346,9.419871696,US,100,Medium (100K-1M)
West Chester University,Chester University,7,220972,7624,12.3057958,8.939187601,US,95,Medium (100K-1M)
Western University,Eastern University,3,12271290,170424,16.32277303,12.0460506,CA,94,Elite (5M+)
Whitworth University,Whitworth University,3,14403,1202,9.575261225,7.092573716,US,100,Low (<100K)
Widener University,Widener University,4,115588,4906,11.65779607,8.498418036,US,100,Medium (100K-1M)
Williams College,Williams College; Willis College,8,535158,11090,13.19031918,9.313889248,US,93,Medium (100K-1M)
Wilmington University,Wilmington University,5,1217672,11792,14.01245222,9.375261414,US,100,High (1M-5M)
Yale University,Able University; University Of Yale; Yale University,50,51561550,410021,17.75828682,12.9239661,US,93,Elite (5M+)
Yeshiva University,Yeshiva University,16,1997958,19043,14.50763672,9.85450737,US,100,High (1M-5M)
Zayed University,Zayed University,5,219680,11109,12.29993177,9.315600883,AE,100,Medium (100K-1M)
Zhejiang University,Zhejiang University,3,29209692,368151,17.19001116,12.81625118,CN,100,Elite (5M+)
